Load,ahp,boiler,chp,ar,hrar,ec,TES-H,TES-C
0.132,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.133,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.134,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.135,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.136,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.137,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.138,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.139,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.14,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.141,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.142,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.143,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.144,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.145,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.146,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.147,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.148,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.149,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.15,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.151,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.152,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.153,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.154,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.155,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.156,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.157,,182.42425,265.6961834,291.0141063,212.1771662,,,
