,commercial
2924,-268.2820148
2925,-243.890259
2926,-208.0773943
2927,-186.6133007
2928,-161.8646202
2929,-152.7496527
2930,-147.7691405
2931,-143.1579724
2932,-148.4510342
2933,-242.1787777
2934,-262.955658
2935,-240.1350352
2936,-216.0764065
2937,-193.6638234
2938,-194.7125533
2939,-264.8080271
2940,-269.3740581
2941,-228.0133608
2942,-255.3707739
2943,-278.4754346
2944,-277.1422096
2945,-269.8627391
2946,-268.1317635
2947,-265.0765446
2948,-261.9297463
2949,-264.904936
2950,-196.9172123
2951,-166.4797493
2952,-144.1143951
2953,-134.8134422
2954,-130.4498883
2955,-115.5776635
2956,-135.5460768
2957,-227.95244
2958,-263.5499099
2959,-251.0256571
2960,-228.6297316
2961,-209.3147306
2962,-202.5523015
2963,-192.2673327
2964,-239.007319
2965,-247.2456656
2966,-269.2319365
2967,-224.501584
2968,-214.8018579
2969,-261.722433
2970,-265.3938362
2971,-264.8015291
2972,-262.6138483
2973,-255.011536
2974,-187.6178896
2975,-158.241944
2976,-140.561856
2977,-130.5469283
2978,-126.0610375
2979,-128.3678073
2980,-149.1003302
2981,-236.1837628
2982,-263.5980496
2983,-240.9190447
2984,-229.7924631
2985,-190.8839878
2986,-206.1285654
2987,-228.7660915
2988,-230.9414982
2989,-245.013184
2990,-246.2187649
2991,-269.6094004
2992,-250.3014023
2993,-261.6842686
2994,-265.3707268
2995,-264.06198
2996,-261.7003814
2997,-260.9005036
2998,-191.2516362
2999,-158.0858049
3000,-137.9004383
3001,-124.4475032
3002,-118.0273115
3003,-119.8390234
3004,-122.0820316
3005,-155.8609828
3006,-241.2923188
3007,-261.2097359
3008,-265.5286951
3009,-258.1596479
3010,-267.8316626
3011,-273.0296954
3012,-276.534238
3013,-276.4900867
3014,-278.1603037
3015,-281.2685898
3016,-280.3203873
3017,-269.561566
3018,-267.7339977
3019,-264.6502582
3020,-262.9781898
3021,-263.9698723
3022,-230.1820405
3023,-186.5475501
3024,-161.5273715
3025,-144.1416763
3026,-134.5954393
3027,-136.1635258
3028,-142.9510892
3029,-180.1159581
3030,-257.9931964
3031,-259.8283127
3032,-263.8664126
3033,-257.1150813
3034,-262.9631796
3035,-267.4339112
3036,-263.7111061
3037,-267.3417111
3038,-267.2800729
3039,-272.9754087
3040,-277.9521814
3041,-274.4707543
3042,-262.1990289
3043,-263.4624287
3044,-266.5018129
3045,-265.2483942
3046,-239.3020111
3047,-201.3912979
3048,-176.8566031
3049,-166.529834
3050,-158.0562029
3051,-158.5198781
3052,-178.7202361
3053,-259.8188911
3054,-262.5947473
3055,-253.8971909
3056,-227.8957065
3057,-188.5104755
3058,-178.0555838
3059,-177.6097461
3060,-181.4741653
3061,-180.318961
3062,-183.3599986
3063,-204.4484395
3064,-242.0275134
3065,-262.8350006
3066,-270.8798193
3067,-257.0646266
3068,-261.903926
3069,-258.6146864
3070,-194.6501847
3071,-163.185966
3072,-142.9768565
3073,-132.9371023
3074,-128.1257367
3075,-131.1692639
3076,-150.8743474
3077,-235.6635226
3078,-264.1257591
3079,-231.226049
3080,-199.3157249
3081,-146.9005097
3082,-127.2402804
3083,-133.4720188
3084,-142.8642381
3085,-153.1331227
3086,-153.4508741
3087,-147.3494896
3088,-180.0637432
3089,-234.8665057
3090,-232.1237772
3091,-243.8398932
3092,-262.2827957
3093,-203.606965
3094,-150.750305
3095,-129.7186847
3096,-115.0583056
3097,-106.7151743
3098,-100.5755598
3099,-105.0793348
3100,-128.0794658
3101,-201.7971297
3102,-261.5511968
3103,-204.049005
3104,-189.4993866
3105,-164.2189099
3106,-160.4729688
3107,-181.8321075
3108,-254.987753
3109,-279.4786419
3110,-278.6629097
3111,-228.1518127
3112,-222.8838188
3113,-223.101836
3114,-225.1524117
3115,-258.6962862
3116,-264.701515
3117,-243.1398702
3118,-176.867614
3119,-146.5462917
3120,-127.5385254
3121,-119.6729945
3122,-115.2778938
3123,-118.6509364
3124,-141.0946012
3125,-229.5666742
3126,-264.1055653
3127,-242.4810494
3128,-219.1336234
3129,-194.1442584
3130,-260.2282755
3131,-278.292286
3132,-287.2884687
3133,-292.182514
3134,-291.0423186
3135,-290.4664152
3136,-283.0084967
3137,-277.4568802
3138,-234.6597969
3139,-258.3662971
3140,-264.7401766
3141,-259.088723
3142,-192.0533674
3143,-161.2928687
3144,-139.2413912
3145,-127.3118983
3146,-121.3059063
3147,-124.2257459
3148,-144.0868798
3149,-231.6374402
3150,-262.6232761
3151,-263.0428792
3152,-251.1570076
3153,-270.4692511
3154,-269.4166661
3155,-277.1525555
3156,-280.6866209
3157,-285.1772782
3158,-287.373461
3159,-288.3525497
3160,-287.2022228
3161,-281.1914648
3162,-280.1482185
3163,-275.630371
3164,-268.3387225
3165,-261.0247637
3166,-205.1148766
3167,-188.283443
3168,-169.4372403
3169,-158.2135366
3170,-151.8403692
3171,-152.8181583
3172,-157.402891
3173,-196.6165595
3174,-262.0434551
3175,-255.2872785
3176,-268.1447316
3177,-282.9474267
3178,-286.8383898
3179,-289.1360461
3180,-293.6518169
3181,-293.8787208
3182,-297.9532715
3183,-299.284464
3184,-297.2253237
3185,-263.5578202
3186,-261.5854683
3187,-259.8312459
3188,-259.6859286
3189,-262.6311102
3190,-266.5242778
3191,-166.5411684
3192,-121.3041675
3193,-176.1148488
3194,-123.0281316
3195,-191.0459875
3196,-113.7871813
3197,-242.9719332
3198,-263.7130139
3199,-257.6892773
3200,-267.3339886
3201,-262.2398349
3202,-261.3618112
3203,-259.6181204
3204,-259.4315876
3205,-268.6175504
3206,-275.8678009
3207,-301.3921395
3208,-303.8653831
3209,-293.0661768
3210,-268.8185712
3211,-255.0545705
3212,-255.0873054
3213,-256.9987701
3214,-263.1224553
3215,-173.6527012
3216,-163.5256357
3217,-184.2705185
3218,-159.8897503
3219,-160.3530478
3220,-193.6428778
3221,-240.192439
3222,-269.972904
3223,-286.7749632
3224,-301.9613694
3225,-309.8084125
3226,-312.9315214
3227,-316.5521536
3228,-323.9149346
3229,-325.8022138
3230,-329.1272167
3231,-339.2631786
3232,-338.2702596
3233,-324.7844503
3234,-313.3643786
3235,-304.7827455
3236,-297.3880452
3237,-256.0311802
3238,-264.2334259
3239,-176.3790585
3240,-178.4888694
3241,-169.1421673
3242,-168.0705165
3243,-133.139085
3244,-180.0891192
3245,-262.9167498
3246,-265.2115488
3247,-284.5463142
3248,-298.0840471
3249,-306.0659214
3250,-310.729049
3251,-317.5736959
3252,-328.7132535
3253,-332.2096699
3254,-332.844704
3255,-333.5629743
3256,-331.9178117
3257,-310.0310622
3258,-299.3709942
3259,-288.8830063
3260,-275.0003144
3261,-264.3841619
3262,-215.3177568
3263,-179.0482518
3264,-178.2952033
3265,-173.6450801
3266,-169.7536041
3267,-172.0499168
3268,-193.976986
3269,-262.2224396
3270,-261.3217184
3271,-267.9799852
3272,-269.2610822
3273,-267.5550161
3274,-278.5345688
3275,-286.0392724
3276,-284.4888098
3277,-289.9429172
3278,-293.0499522
3279,-295.6982294
3280,-296.1892424
3281,-288.8970415
3282,-289.1165979
3283,-285.7859195
3284,-280.1929224
3285,-265.8436239
3286,-243.7208629
3287,-117.471249
3288,-132.5736055
3289,-144.3393869
3290,-136.7666711
3291,-142.3706614
3292,-168.9557179
3293,-259.5652109
3294,-262.6657248
3295,-264.2964322
3296,-277.0571495
3297,-291.4813812
3298,-296.0318892
3299,-299.799101
3300,-304.4565665
3301,-307.2603519
3302,-307.8215532
3303,-307.5340421
3304,-305.6960001
3305,-286.2654324
3306,-279.916838
3307,-280.820821
3308,-278.7630419
3309,-265.2688832
3310,-270.673485
3311,-124.4127689
3312,-143.8463187
3313,-182.6151915
3314,-106.6041715
3315,-137.8819766
3316,-182.5027237
3317,-260.5248455
3318,-280.2567274
3319,-295.0404567
3320,-299.1455506
3321,-302.7767804
3322,-305.8446135
3323,-310.2946111
3324,-314.421393
3325,-316.841294
3326,-318.4808784
3327,-322.047522
3328,-316.2356879
3329,-307.4478471
3330,-304.1019843
3331,-298.1679557
3332,-292.6204823
3333,-264.9870907
3334,-270.9021843
3335,-172.8044219
3336,-147.1910913
3337,-163.9338965
3338,-181.9762028
3339,-184.0272678
3340,-166.4905012
3341,-238.293004
3342,-274.8113573
3343,-271.1728152
3344,-277.2180219
3345,-282.7822524
3346,-290.561256
3347,-297.7523069
3348,-301.608676
3349,-304.6612373
3350,-304.8227044
3351,-308.0970112
3352,-308.533275
3353,-265.4551019
3354,-261.9547722
3355,-261.6131486
3356,-261.4690073
3357,-263.7014468
3358,-268.8377899
3359,-179.4914749
3360,-99.15368986
3361,-130.1859878
3362,-200.0937089
3363,-101.7715153
3364,-169.9261434
3365,-220.8205124
3366,-267.1327979
3367,-260.512432
3368,-257.1565466
3369,-265.3004319
3370,-264.2884184
3371,-265.0643794
3372,-266.9533625
3373,-264.7929827
3374,-267.6826224
3375,-266.7346274
3376,-267.9146605
3377,-269.547945
3378,-268.5435771
3379,-265.8646222
3380,-264.4753789
3381,-266.0414725
3382,-246.1350575
3383,-120.7438541
3384,-135.3846186
3385,-195.6488977
3386,-138.8011898
3387,-145.8502927
3388,-189.3859101
3389,-236.4164199
3390,-269.2723604
3391,-276.385081
3392,-284.6708594
3393,-293.8743879
3394,-301.8815625
3395,-303.0074156
3396,-303.8821197
3397,-304.5199641
3398,-303.4897854
3399,-302.9801058
3400,-297.160128
3401,-288.6389053
3402,-282.5067072
3403,-275.7025316
3404,-272.3624614
3405,-264.3171106
3406,-249.4957955
3407,-158.4168713
3408,-121.5733117
3409,-141.0464768
3410,-146.6333898
3411,-155.581528
3412,-180.0728988
3413,-261.4824461
3414,-261.4898178
3415,-264.4817624
3416,-269.2125445
3417,-264.7456594
3418,-284.6682963
3419,-294.3314755
3420,-295.9358414
3421,-299.6970429
3422,-297.9445571
3423,-300.4688614
3424,-299.757479
3425,-291.2058206
3426,-286.4193068
3427,-281.9495345
3428,-276.8219306
3429,-263.8085688
3430,-258.0630053
3431,-158.4228734
3432,-155.2809356
3433,-156.027664
3434,-152.20942
3435,-153.9271119
3436,-177.8151573
3437,-260.0799397
3438,-255.6736148
3439,-267.8821533
3440,-283.0328463
3441,-289.6778503
3442,-300.8441247
3443,-302.9691076
3444,-307.2871639
3445,-306.7577272
3446,-311.0131812
3447,-312.9674591
3448,-311.7922662
3449,-297.8013789
3450,-287.5471796
3451,-288.2756202
3452,-280.0506314
3453,-263.0029777
3454,-269.4681005
3455,-192.9121528
3456,-151.8204842
3457,-154.928126
3458,-150.8381067
3459,-153.9469849
3460,-176.8215544
3461,-259.4477904
3462,-260.2875711
3463,-266.3710115
3464,-267.9762568
3465,-268.491162
3466,-276.4975609
3467,-283.442417
3468,-290.3133246
3469,-293.6932309
3470,-296.5610258
3471,-301.8484945
3472,-295.78347
3473,-286.8222852
3474,-287.22124
3475,-283.6527674
3476,-276.4081211
3477,-263.9401757
3478,-258.9529042
3479,-162.9789263
3480,-159.8873173
3481,-160.0122166
3482,-153.5919897
3483,-148.3203615
3484,-174.4786379
3485,-257.2267444
3486,-263.6252454
3487,-265.2411247
3488,-244.3150469
3489,-270.5295807
3490,-287.8778618
3491,-306.4505796
3492,-310.7958978
3493,-305.8589621
3494,-306.0488858
3495,-308.5078321
3496,-308.7488431
3497,-296.0609689
3498,-289.8894178
3499,-283.6495632
3500,-277.4822038
3501,-266.0750066
3502,-271.3196265
3503,-107.9336115
3504,-179.7854233
3505,-161.8435951
3506,-119.4704249
3507,-176.2609768
3508,-169.1302698
3509,-207.3007184
3510,-272.2999499
3511,-275.6555433
3512,-291.4300841
3513,-303.2703624
3514,-300.349316
3515,-300.5989015
3516,-301.9470316
3517,-301.4877033
3518,-300.2033287
3519,-299.56246
3520,-296.0243048
3521,-276.0067154
3522,-266.9692035
3523,-262.6049278
3524,-260.5419443
3525,-265.97915
3526,-217.0723736
3527,-171.801881
3528,-173.3600961
3529,-166.2127352
3530,-160.6622542
3531,-160.6288017
3532,-167.6831356
3533,-214.2534943
3534,-264.8043271
3535,-255.6478536
3536,-258.1475338
3537,-263.2750336
3538,-265.2035173
3539,-266.3418826
3540,-263.9192973
3541,-263.7382743
3542,-263.9931408
3543,-264.5639392
3544,-265.6303207
3545,-267.4265722
3546,-264.1357601
3547,-263.201632
3548,-263.351907
3549,-265.7639738
3550,-222.3970618
3551,-196.6085735
3552,-178.5601697
3553,-170.8023131
3554,-162.3776231
3555,-162.7478327
3556,-171.2607853
3557,-215.6452981
3558,-258.6882888
3559,-258.398585
3560,-260.6185752
3561,-263.3904975
3562,-270.0167531
3563,-269.7923308
3564,-265.9726847
3565,-265.5838157
3566,-266.9653463
3567,-286.4394047
3568,-285.7505235
3569,-283.5345972
3570,-259.5439462
3571,-259.6781185
3572,-262.3069712
3573,-264.8594708
3574,-269.6926314
3575,-156.6120684
3576,-140.3237291
3577,-153.1012504
3578,-155.0189606
3579,-144.5885071
3580,-167.8673123
3581,-260.7620705
3582,-262.290899
3583,-261.0614894
3584,-239.3072734
3585,-197.3255269
3586,-178.699744
3587,-174.6539629
3588,-178.7769552
3589,-191.5160479
3590,-265.3773474
3591,-248.5184061
3592,-243.2655991
3593,-220.9422667
3594,-227.8772533
3595,-268.7242779
3596,-265.1916758
3597,-257.4241195
3598,-194.8656189
3599,-166.3466627
3600,-149.3784138
3601,-146.4973677
3602,-133.6939483
3603,-135.8838418
3604,-158.7502577
3605,-244.5223953
3606,-264.0200211
3607,-252.9399337
3608,-235.0441097
3609,-192.9942849
3610,-257.2935531
3611,-282.3684291
3612,-280.9814108
3613,-290.6405349
3614,-293.6898397
3615,-296.1975926
3616,-294.5042977
3617,-282.9263027
3618,-277.7207477
3619,-276.1170031
3620,-274.3328443
3621,-267.2590739
3622,-246.2633038
3623,-105.9765627
3624,-172.158256
3625,-126.870205
3626,-152.5275953
3627,-109.5385679
3628,-132.4460861
3629,-241.1852236
3630,-264.6285537
3631,-265.3276425
3632,-275.4074407
3633,-284.6005795
3634,-290.949345
3635,-294.8597144
3636,-298.5367856
3637,-303.348347
3638,-305.6282092
3639,-310.7730743
3640,-305.6818183
3641,-297.9095403
3642,-289.3326945
3643,-279.0488266
3644,-272.3936386
3645,-268.7519566
3646,-248.4587492
3647,-116.8362814
3648,-140.9610205
3649,-130.9204401
3650,-137.2465332
3651,-144.1016541
3652,-170.5910294
3653,-258.8163756
3654,-259.6920227
3655,-271.4696271
3656,-277.5774616
3657,-290.1867629
3658,-297.2200755
3659,-299.7283341
3660,-306.1832441
3661,-303.3063664
3662,-302.3625098
3663,-303.1002047
3664,-303.338135
3665,-297.5383598
3666,-294.3909045
3667,-289.0773922
3668,-284.8897212
3669,-264.0792231
3670,-268.3711059
3671,-164.8839861
3672,-105.6428963
3673,-160.4449148
3674,-123.0564375
3675,-137.4885952
3676,-148.9692079
3677,-180.2436091
3678,-257.9274243
3679,-258.0720459
3680,-269.2216084
3681,-273.3347088
3682,-279.8509835
3683,-277.3817194
3684,-288.4488897
3685,-292.8023064
3686,-294.924308
3687,-295.0999909
3688,-298.2047079
3689,-264.3408246
3690,-264.0395901
3691,-262.056504
3692,-267.1876975
3693,-250.1959752
3694,-195.3356982
3695,-177.1510522
3696,-169.4835781
3697,-151.0478298
3698,-145.9815789
3699,-148.8457903
3700,-153.1964109
3701,-185.3096795
3702,-261.6688509
3703,-263.0044382
3704,-259.29673
3705,-268.2446919
3706,-269.087357
3707,-267.2492636
3708,-266.5129944
3709,-264.8165614
3710,-265.7330217
3711,-270.2195493
3712,-284.1485439
3713,-270.5223862
3714,-259.5877041
3715,-261.3280968
3716,-262.3749143
3717,-263.1348727
3718,-267.7971227
3719,-167.600869
3720,-123.9495706
3721,-142.6691059
3722,-147.7952971
3723,-161.390193
3724,-182.3504964
3725,-261.2364261
3726,-262.7341971
3727,-268.3912795
3728,-264.6686911
3729,-269.949904
3730,-281.9068308
3731,-286.8474511
3732,-291.0372271
3733,-289.1144405
3734,-294.6222253
3735,-292.8437411
3736,-290.0331215
3737,-276.274348
3738,-271.7484957
3739,-267.951652
3740,-264.2231918
3741,-267.4620726
3742,-226.6407116
3743,-196.6869005
3744,-170.8498576
3745,-159.595957
3746,-151.5898821
3747,-154.3221379
3748,-178.5435873
3749,-261.3713585
3750,-257.8322507
3751,-270.8634451
3752,-193.0175962
3753,-229.1537345
3754,-276.6244048
3755,-289.3217303
3756,-293.4674643
3757,-292.0522224
3758,-290.8886299
3759,-289.0208974
3760,-298.3145568
3761,-285.194871
3762,-285.2111049
3763,-282.1670129
3764,-274.5669762
3765,-263.7298329
3766,-251.1603301
3767,-129.0553581
3768,-134.134297
3769,-149.3617263
3770,-150.8923782
3771,-155.9054568
3772,-175.4189763
3773,-263.7250353
3774,-263.1049498
3775,-265.9203146
3776,-250.0921143
3777,-269.8437168
3778,-258.7593827
3779,-284.402286
3780,-292.5795265
3781,-295.3886981
3782,-297.1373491
3783,-296.6631679
3784,-290.9461028
3785,-281.3920209
3786,-278.5403633
3787,-274.4147548
3788,-269.7635409
3789,-245.294494
3790,-197.7625492
3791,-170.952915
3792,-156.4326698
3793,-152.0806354
3794,-139.7971686
3795,-141.3252201
3796,-164.6583502
3797,-251.4965738
3798,-264.1080434
3799,-255.7784585
3800,-267.3918311
3801,-262.6278652
3802,-270.1871163
3803,-269.2460016
3804,-289.0165819
3805,-294.8821601
3806,-298.1020563
3807,-297.808539
3808,-295.5200596
3809,-284.2616572
3810,-280.3421807
3811,-277.1830547
3812,-271.011264
3813,-240.9324192
3814,-174.7850615
3815,-162.9625019
3816,-157.7743278
3817,-144.5293722
3818,-147.7748923
3819,-150.5644943
3820,-182.5810273
3821,-259.9791842
3822,-262.4860481
3823,-278.4885036
3824,-287.5675246
3825,-298.7367343
3826,-304.5776424
3827,-308.1879135
3828,-310.0198103
3829,-312.1752695
3830,-313.8332973
3831,-317.6879686
3832,-318.4736275
3833,-309.6944669
3834,-303.4089015
3835,-294.6405724
3836,-285.9696949
3837,-261.6199245
3838,-269.3692378
3839,-172.1110576
3840,-189.357641
3841,-113.7054098
3842,-128.1965389
3843,-148.8547964
3844,-163.2237421
3845,-211.5796992
3846,-262.8362435
3847,-275.8334046
3848,-285.9220941
3849,-291.3543074
3850,-293.035776
3851,-294.231924
3852,-298.9912181
3853,-301.8774983
3854,-303.9238904
3855,-309.7184134
3856,-309.6765234
3857,-263.6310484
3858,-261.027128
3859,-260.0944105
3860,-260.888487
3861,-263.1209486
3862,-269.4128673
3863,-184.1954794
3864,-121.6539742
3865,-141.0528436
3866,-206.6220023
3867,-118.773615
3868,-172.9999995
3869,-188.8974192
3870,-234.7703767
3871,-256.8709852
3872,-259.4329608
3873,-265.2481024
3874,-266.7048211
3875,-267.5439498
3876,-270.6058033
3877,-267.3297562
3878,-269.9730201
3879,-224.8340639
3880,-219.7476452
3881,-260.7290475
3882,-253.7201001
3883,-264.8194344
3884,-266.1471358
3885,-267.6732903
3886,-204.5149991
3887,-162.6025385
3888,-137.3428551
3889,-129.3408421
3890,-133.7580724
3891,-121.6140732
3892,-145.3346353
3893,-246.6145399
3894,-263.5489362
3895,-256.3437299
3896,-264.6955668
3897,-283.8310095
3898,-295.3946326
3899,-302.5814178
3900,-297.6566786
3901,-305.1776112
3902,-299.8219257
3903,-299.6226903
3904,-302.4192354
3905,-295.2283946
3906,-290.5300058
3907,-288.4167939
3908,-281.7731432
3909,-265.4475866
3910,-249.2155453
3911,-138.7458539
3912,-137.4775605
3913,-142.7041104
3914,-142.986396
3915,-149.667434
3916,-178.3813118
3917,-261.1228956
3918,-260.3927195
3919,-277.0639125
3920,-282.0197926
3921,-291.118813
3922,-296.7383016
3923,-298.5979404
3924,-297.9342026
3925,-300.8437234
3926,-301.5307288
3927,-305.2208156
3928,-304.136727
3929,-294.3162232
3930,-290.3078421
3931,-284.2524995
3932,-275.1178523
3933,-265.979752
3934,-261.8274969
3935,-165.3185864
3936,-150.5046034
3937,-155.5604654
3938,-157.4837906
3939,-137.7111029
3940,-170.5138243
3941,-259.4350679
3942,-263.075265
3943,-261.9650247
3944,-273.6746858
3945,-282.6563529
3946,-289.3349046
3947,-293.8413791
3948,-295.9238386
3949,-300.0078453
3950,-297.7881578
3951,-300.2533488
3952,-296.6911078
3953,-288.8558411
3954,-284.469666
3955,-278.3430324
3956,-274.8812708
3957,-266.9489239
3958,-257.1355029
3959,-131.915505
3960,-119.3205459
3961,-142.0684074
3962,-151.1175406
3963,-150.417679
3964,-168.2246165
3965,-260.3481355
3966,-260.5023584
3967,-260.5424253
3968,-271.8366115
3969,-282.7395691
3970,-296.2752163
3971,-294.0125533
3972,-299.8177228
3973,-302.1716195
3974,-307.4838052
3975,-309.2336943
3976,-307.561372
3977,-296.7760181
3978,-293.7010942
3979,-290.8344486
3980,-285.852668
3981,-261.1453659
3982,-268.3595204
3983,-163.5745428
3984,-187.4284005
3985,-157.396321
3986,-155.9755497
3987,-171.6560869
3988,-173.5000549
3989,-221.0450152
3990,-278.1945926
3991,-294.6185017
3992,-295.4325379
3993,-299.0573993
3994,-310.2601664
3995,-312.5663903
3996,-317.0465259
3997,-322.5789717
3998,-321.4576179
3999,-322.1065836
4000,-319.5432143
4001,-304.9532005
4002,-298.0910742
4003,-292.1450287
4004,-283.7557625
4005,-266.1666719
4006,-271.1372697
4007,-167.7362532
4008,-152.0457853
4009,-163.7944175
4010,-157.8161772
4011,-129.8577489
4012,-154.7434081
4013,-240.5055344
4014,-271.2376335
4015,-277.4000826
4016,-285.8159603
4017,-290.5621429
4018,-297.7276484
4019,-299.1296838
4020,-303.6537294
4021,-303.489538
4022,-307.5256922
4023,-308.426163
4024,-306.734378
4025,-259.2310303
4026,-256.8334832
4027,-256.0398587
4028,-256.6580887
4029,-258.5321538
4030,-266.1979052
4031,-183.7338724
4032,-188.3852853
4033,-121.066007
4034,-188.9255371
4035,-170.8993767
4036,-140.7447629
4037,-236.2533586
4038,-264.3470852
4039,-257.6173445
4040,-259.879416
4041,-262.7726611
4042,-263.2230732
4043,-261.8747293
4044,-261.5260087
4045,-260.6168984
4046,-277.1504384
4047,-293.6675255
4048,-303.0830927
4049,-289.3903879
4050,-291.1213728
4051,-261.1306189
4052,-255.5451291
4053,-257.5208856
4054,-264.8723414
4055,-175.3895999
4056,-174.106137
4057,-174.8350006
4058,-161.0718696
4059,-159.9612064
4060,-211.4188778
4061,-261.6329111
4062,-277.3025416
4063,-295.2943941
4064,-303.6655418
4065,-310.7312024
4066,-317.6303862
4067,-321.0561667
4068,-322.2508988
4069,-326.3092245
4070,-333.2342463
4071,-342.0658558
4072,-338.4595448
4073,-318.6287174
4074,-311.9216291
4075,-304.2356942
4076,-295.8714438
4077,-256.3541331
4078,-264.5233649
4079,-184.1841759
4080,-183.0432142
4081,-163.5623662
4082,-172.8505078
4083,-162.5070999
4084,-195.471849
4085,-270.7429166
4086,-292.740578
4087,-310.9429966
4088,-321.8880517
4089,-329.746669
4090,-332.0496747
4091,-332.320048
4092,-344.2306119
4093,-347.0650343
4094,-349.2433557
4095,-361.1848143
4096,-361.3729741
4097,-334.6672031
4098,-328.4291688
4099,-316.1103501
4100,-309.0771239
4101,-255.6017346
4102,-262.6938652
4103,-193.6641133
4104,-184.3452574
4105,-187.7895705
4106,-183.5015025
4107,-172.1692993
4108,-152.946316
4109,-252.3817646
4110,-298.6229147
4111,-311.242412
4112,-311.7696499
4113,-316.3155088
4114,-323.670067
4115,-327.4154035
4116,-330.2037545
4117,-327.1951822
4118,-318.7332081
4119,-316.11997
4120,-316.8661293
4121,-304.3480357
4122,-300.4626687
4123,-297.300024
4124,-294.2359356
4125,-262.2741648
4126,-267.7873784
4127,-162.9974868
4128,-135.2649429
4129,-163.2696156
4130,-161.2138356
4131,-160.0496326
4132,-199.1584407
4133,-242.6858831
4134,-281.7183312
4135,-288.6595003
4136,-292.2708527
4137,-287.3567662
4138,-265.0250209
4139,-291.5132507
4140,-299.1921488
4141,-302.2049383
4142,-306.1449243
4143,-308.8755649
4144,-309.8157188
4145,-300.7006039
4146,-298.917203
4147,-296.9004406
4148,-285.959534
4149,-266.3485845
4150,-271.0511087
4151,-98.54692038
4152,-175.8539959
4153,-136.3634297
4154,-138.3557093
4155,-108.9691128
4156,-147.521226
4157,-248.1186354
4158,-265.9677323
4159,-283.0209185
4160,-293.0133371
4161,-301.5137474
4162,-305.1694011
4163,-309.9069683
4164,-313.8706893
4165,-316.1253295
4166,-318.5893584
4167,-321.5830529
4168,-320.6721216
4169,-310.2250868
4170,-303.9833591
4171,-299.8265402
4172,-290.616901
4173,-259.6107095
4174,-269.0287544
4175,-157.6976825
4176,-190.6009315
4177,-166.4279453
4178,-146.4356759
4179,-150.5197599
4180,-176.2325187
4181,-253.3009853
4182,-281.4421676
4183,-279.8260247
4184,-292.3318748
4185,-305.0771709
4186,-308.8738657
4187,-311.1650109
4188,-315.2107508
4189,-321.7051236
4190,-325.1746268
4191,-324.2167424
4192,-323.1741737
4193,-296.742476
4194,-293.6445948
4195,-270.1469848
4196,-252.1294662
4197,-257.0385891
4198,-264.0790564
4199,-191.0417018
4200,-188.8014551
4201,-158.7860725
4202,-155.5412729
4203,-180.0176071
4204,-189.6314287
4205,-208.958841
4206,-266.5189617
4207,-258.0404158
4208,-258.4080226
4209,-259.6237564
4210,-260.0349991
4211,-264.9338149
4212,-264.8462141
4213,-261.099345
4214,-280.6706658
4215,-298.7263446
4216,-312.8652101
4217,-296.7588191
4218,-301.4745593
4219,-271.8760155
4220,-254.545614
4221,-257.7398083
4222,-263.5328862
4223,-181.107568
4224,-177.4291719
4225,-180.2534449
4226,-178.2730052
4227,-169.162931
4228,-204.924939
4229,-240.9564861
4230,-272.306142
4231,-282.3721407
4232,-290.9409861
4233,-299.1214818
4234,-303.3861628
4235,-304.1095006
4236,-309.1318674
4237,-310.2964296
4238,-307.7239561
4239,-306.6101129
4240,-305.1487418
4241,-296.9968387
4242,-290.9391501
4243,-283.6915287
4244,-277.0488679
4245,-264.4553359
4246,-270.5305107
4247,-178.5827726
4248,-120.0282086
4249,-193.5009467
4250,-165.9979861
4251,-159.9718664
4252,-199.4500976
4253,-246.8314538
4254,-268.4434783
4255,-274.5495739
4256,-279.8426188
4257,-287.4949568
4258,-292.6531968
4259,-301.9898281
4260,-307.1602245
4261,-307.7539956
4262,-310.1711672
4263,-308.7548311
4264,-305.1177199
4265,-302.3481217
4266,-300.8617595
4267,-297.4414263
4268,-294.886275
4269,-261.3826643
4270,-268.8335701
4271,-164.2316589
4272,-155.9610497
4273,-142.1507269
4274,-158.430815
4275,-165.6268786
4276,-197.3023421
4277,-241.5251301
4278,-273.966994
4279,-283.9250866
4280,-291.3484105
4281,-297.7604189
4282,-305.3350657
4283,-308.4608149
4284,-311.1567926
4285,-312.6748562
4286,-314.8929315
4287,-318.5940088
4288,-315.0713188
4289,-305.4499467
4290,-304.6034824
4291,-301.0931357
4292,-294.2162829
4293,-263.0914871
4294,-269.1717258
4295,-163.2946687
4296,-109.6826555
4297,-179.5367441
4298,-179.3872408
4299,-163.046194
4300,-173.6841973
4301,-257.4163414
4302,-281.848679
4303,-295.1241621
4304,-300.1375479
4305,-307.6093192
4306,-313.7857281
4307,-315.8149151
4308,-320.3821757
4309,-327.0400708
4310,-332.8522445
4311,-342.9965201
4312,-343.9265674
4313,-329.6727648
4314,-325.9123654
4315,-316.5964272
4316,-312.7205872
4317,-246.9068569
4318,-257.5180922
4319,-187.3315332
4320,-179.3887254
4321,-193.0599739
4322,-191.8567733
4323,-145.4065505
4324,-163.1085349
4325,-258.8322017
4326,-288.6343505
4327,-298.2030263
4328,-298.5545238
4329,-308.3876028
4330,-321.7147396
4331,-324.8953877
4332,-343.4677024
4333,-350.2753911
4334,-342.3768947
4335,-342.1346376
4336,-333.250424
4337,-311.1514871
