,commercial
5751,-353.4719812
5752,-351.7458968
5753,-326.7828527
5754,-314.5891884
5755,-305.9245215
5756,-305.4065377
5757,-239.0822812
5758,-250.2216963
5759,-181.1159034
5760,-202.3024291
5761,-164.147305
5762,-169.5027064
5763,-169.5124954
5764,-150.8305593
5765,-244.9223706
5766,-279.5785546
5767,-294.5326528
5768,-306.6701419
5769,-312.1013561
5770,-323.1910489
5771,-330.4065219
5772,-346.9868812
5773,-354.8242058
5774,-358.5886136
5775,-363.1953164
5776,-354.5728442
5777,-329.7546263
5778,-316.4674721
5779,-309.7048326
5780,-303.1314116
5781,-247.1763244
5782,-248.047496
5783,-184.2503839
5784,-177.4013808
5785,-161.3129051
5786,-155.6906156
5787,-165.5474027
5788,-169.0696512
5789,-260.0507157
5790,-289.7460009
5791,-300.3553842
5792,-301.0214485
5793,-306.4652471
5794,-320.3372632
5795,-329.5027791
5796,-346.3633004
5797,-359.3655137
5798,-353.140107
5799,-357.0279566
5800,-351.8543955
5801,-325.756647
5802,-319.300537
5803,-313.0556449
5804,-298.6379315
5805,-255.8157374
5806,-265.0502617
5807,-188.5885504
5808,-184.9858787
5809,-172.270071
5810,-184.5351728
5811,-191.847741
5812,-194.911794
5813,-235.8882664
5814,-289.7552903
5815,-306.8230717
5816,-311.654276
5817,-315.0991398
5818,-321.9897157
5819,-324.0525096
5820,-331.6380037
5821,-340.5355648
5822,-339.7373365
5823,-335.1817893
5824,-329.9430728
5825,-310.6678473
5826,-305.7585783
5827,-301.5399519
5828,-296.5624393
5829,-258.0262608
5830,-266.0076365
5831,-177.4656751
5832,-174.4942826
5833,-158.4735171
5834,-148.7368169
5835,-143.1808915
5836,-177.9951919
5837,-259.5479225
5838,-259.5495003
5839,-261.3166515
5840,-269.7119994
5841,-283.5424272
5842,-291.2811928
5843,-295.496276
5844,-301.4843301
5845,-304.818218
5846,-306.511909
5847,-307.9933935
5848,-307.0802939
5849,-290.246107
5850,-289.9641323
5851,-286.0156632
5852,-282.1890713
5853,-259.1835609
5854,-269.5069036
5855,-169.1131985
5856,-137.7295435
5857,-161.3303883
5858,-157.6238833
5859,-163.2340143
5860,-168.8681735
5861,-199.7992213
5862,-262.151743
5863,-256.4672701
5864,-277.080496
5865,-291.0915577
5866,-295.159995
5867,-299.443157
5868,-301.7245583
5869,-305.4297161
5870,-307.8864442
5871,-312.0505401
5872,-313.4334492
5873,-289.0994352
5874,-277.5455428
5875,-255.5167347
5876,-256.3243678
5877,-259.1274459
5878,-264.9277361
5879,-172.9378471
5880,-144.603668
5881,-199.2450715
5882,-145.0600366
5883,-158.8604928
5884,-169.3008629
5885,-202.3323514
5886,-262.3333933
5887,-253.8473755
5888,-271.929937
5889,-274.3370764
5890,-264.1230111
5891,-285.3168963
5892,-287.1454019
5893,-301.9773151
5894,-287.9217755
5895,-295.3095431
5896,-301.0277418
5897,-300.9750878
5898,-279.3769061
5899,-254.3167645
5900,-254.5509362
5901,-256.9699551
5902,-264.746464
5903,-178.0804661
5904,-186.0320517
5905,-150.73005
5906,-153.004764
5907,-170.2810845
5908,-184.318594
5909,-244.6383934
5910,-264.6095506
5911,-257.8975116
5912,-257.2113622
5913,-262.7359933
5914,-264.2762276
5915,-264.2620679
5916,-261.3490809
5917,-258.5917102
5918,-279.8016293
5919,-304.9079503
5920,-300.0850709
5921,-304.9121553
5922,-279.9673185
5923,-256.0168895
5924,-256.2852961
5925,-258.0833331
5926,-264.4849901
5927,-166.1445085
5928,-143.9830299
5929,-182.3962513
5930,-185.8872287
5931,-164.9169854
5932,-163.7118594
5933,-261.2690983
5934,-284.4226755
5935,-294.950944
5936,-297.7253824
5937,-300.7409278
5938,-305.8483973
5939,-315.2247854
5940,-322.0678426
5941,-313.4588011
5942,-311.1224966
5943,-317.2805671
5944,-311.2257755
5945,-300.7381342
5946,-298.5485454
5947,-292.8628036
5948,-287.2561772
5949,-264.8016016
5950,-270.8147774
5951,-188.183384
5952,-114.6542666
5953,-192.3096706
5954,-160.0738853
5955,-167.0287037
5956,-167.1772093
5957,-240.1231386
5958,-266.9961964
5959,-272.2507948
5960,-275.8071908
5961,-286.7703236
5962,-296.4811742
5963,-300.9300775
5964,-302.7294762
5965,-300.3605726
5966,-300.8878953
5967,-304.6807517
5968,-303.4403822
5969,-294.3076132
5970,-290.5011684
5971,-282.8643824
5972,-274.9982771
5973,-263.1133928
5974,-269.6131105
5975,-156.3675196
5976,-125.227142
5977,-189.7535476
5978,-139.618495
5979,-135.9558611
5980,-162.123583
5981,-254.1780361
5982,-262.3356159
5983,-262.417299
5984,-273.1271487
5985,-286.5918906
5986,-294.6782685
5987,-298.0737363
5988,-303.0437644
5989,-304.7528502
5990,-307.0440959
5991,-315.8133399
5992,-311.57096
5993,-296.5990628
5994,-292.6619795
5995,-288.7773137
5996,-282.7359233
5997,-262.5517596
5998,-268.4304451
5999,-166.0076805
6000,-123.0119836
6001,-196.9399584
6002,-140.9287358
6003,-162.1419101
6004,-174.8456425
6005,-252.779245
6006,-265.9323627
6007,-278.6077786
6008,-294.203908
6009,-302.1154992
6010,-307.5660642
6011,-317.4201874
6012,-328.4778252
6013,-342.5265139
6014,-354.9076342
6015,-364.4341974
6016,-356.9341995
6017,-320.3835002
6018,-311.2748908
6019,-304.2971947
6020,-297.3674633
6021,-257.6437977
6022,-265.2626035
6023,-176.3601096
6024,-176.2034992
6025,-134.594321
6026,-185.613646
6027,-192.1489883
6028,-187.653565
6029,-210.4293858
6030,-275.6667129
6031,-273.3613383
6032,-280.8358213
6033,-291.0105935
6034,-295.2454984
6035,-300.64123
6036,-307.9442615
6037,-310.724013
6038,-311.739653
6039,-312.2817286
6040,-309.9699043
6041,-256.3465922
6042,-256.9775746
6043,-256.7293587
6044,-256.8917082
6045,-258.3683273
6046,-266.8845091
6047,-192.9032077
6048,-146.9590289
6049,-184.3171463
6050,-160.6158087
6051,-170.3192468
6052,-178.3422213
6053,-209.3815845
6054,-262.7373514
6055,-253.6792173
6056,-262.4735544
6057,-265.6866016
6058,-261.3313399
6059,-275.038314
6060,-286.7152171
6061,-280.7909642
6062,-282.805411
6063,-278.4000068
6064,-293.6235554
6065,-278.7496639
6066,-268.2575655
6067,-257.3452517
6068,-258.4895184
6069,-260.7869762
6070,-266.7669966
6071,-178.2306146
6072,-137.359465
6073,-166.4634644
6074,-162.0924815
6075,-175.036231
6076,-197.9154532
6077,-262.7019048
6078,-261.3257366
6079,-262.8473023
6080,-275.6902257
6081,-292.6643786
6082,-302.100111
6083,-306.6754915
6084,-312.3713535
6085,-314.1387794
6086,-315.3016363
6087,-321.9280037
6088,-318.4245723
6089,-305.6545253
6090,-300.3520875
6091,-294.2848404
6092,-287.1482484
6093,-258.7185289
6094,-264.957646
6095,-153.1366375
6096,-132.8454132
6097,-175.3188768
6098,-183.2900925
6099,-153.9965332
6100,-171.7802892
6101,-247.0201483
6102,-267.1368463
6103,-284.4158453
6104,-297.3570762
6105,-308.4983974
6106,-313.9102297
6107,-317.9509943
6108,-327.9387293
6109,-335.4976394
6110,-344.7205323
6111,-359.3851914
6112,-351.3176657
6113,-322.4131932
6114,-309.2708967
6115,-300.925333
6116,-292.5739074
6117,-257.9958266
6118,-264.4335373
6119,-175.5853568
6120,-161.5326869
6121,-150.2862321
6122,-180.4322874
6123,-183.3041418
6124,-191.1331175
6125,-229.192895
6126,-277.8832952
6127,-294.7814248
6128,-307.0661246
6129,-315.4336181
6130,-325.136058
6131,-333.3568327
6132,-354.0768883
6133,-363.1782795
6134,-372.0715498
6135,-380.8700713
6136,-376.7376539
6137,-338.068476
6138,-320.5808222
6139,-311.7249613
6140,-303.8367293
6141,-255.6742112
6142,-263.0491121
6143,-190.1963636
6144,-204.2405014
6145,-138.77109
6146,-177.957548
6147,-168.4244396
6148,-199.1418076
6149,-244.8321803
6150,-259.2705335
6151,-278.7542773
6152,-300.8696279
6153,-314.382772
6154,-324.153223
6155,-328.6546559
6156,-340.7622636
6157,-349.0073313
6158,-359.8189612
6159,-365.6971457
6160,-357.5757966
6161,-320.7904101
6162,-313.2448893
6163,-304.2719267
6164,-295.4116771
6165,-258.1543
6166,-264.9351706
6167,-186.1811484
6168,-164.3565236
6169,-172.0139092
6170,-197.7652323
6171,-171.0228135
6172,-180.2091579
6173,-260.9548984
6174,-261.9098283
6175,-265.1964887
6176,-242.7516913
6177,-254.9327356
6178,-252.3724942
6179,-274.4807576
6180,-278.2374503
6181,-270.1843245
6182,-276.7668331
6183,-274.8469809
6184,-287.4396755
6185,-282.4488288
6186,-281.6941325
6187,-280.3796679
6188,-277.2694709
6189,-266.016335
6190,-271.3162822
6191,-107.644312
6192,-135.8809875
6193,-187.4381878
6194,-187.9002569
6195,-133.8947209
6196,-154.3591334
6197,-246.1580104
6198,-275.0507465
6199,-270.8096314
6200,-274.7266726
6201,-283.7925764
6202,-287.4255799
6203,-295.0174578
6204,-300.3648284
6205,-300.4560312
6206,-302.5496788
6207,-307.2988793
6208,-306.5833436
6209,-264.0786653
6210,-264.6947323
6211,-262.350168
6212,-262.285601
6213,-265.6454558
6214,-253.9810504
6215,-126.5378396
6216,-143.9835746
6217,-146.0130566
6218,-147.5504353
6219,-182.7709075
6220,-152.668661
6221,-245.5181442
6222,-265.6290927
6223,-261.1289926
6224,-259.9862166
6225,-264.459721
6226,-265.6971888
6227,-262.3637571
6228,-283.8503889
6229,-278.8114397
6230,-273.8918463
6231,-281.2962244
6232,-287.3347138
6233,-264.9564172
6234,-262.0400131
6235,-260.5375655
6236,-259.6389737
6237,-260.8683369
6238,-269.0576027
6239,-193.755354
6240,-118.8638289
6241,-142.2659885
6242,-192.3247086
6243,-144.0777686
6244,-164.3081221
6245,-260.9990705
6246,-260.1585389
6247,-274.1189922
6248,-290.961164
6249,-303.3811414
6250,-311.645579
6251,-319.6103417
6252,-326.63394
6253,-331.1086519
6254,-330.679517
6255,-334.5389107
6256,-334.6695454
6257,-319.2428743
6258,-312.4280151
6259,-303.1177019
6260,-297.7023737
6261,-255.9172232
6262,-261.5057082
6263,-169.9791235
6264,-154.4980734
6265,-150.4336397
6266,-172.7366438
6267,-185.924627
6268,-174.1889006
6269,-233.9248626
6270,-279.142769
6271,-297.3780915
6272,-306.5502172
6273,-317.461374
6274,-334.2354144
6275,-340.5697993
6276,-352.8680238
6277,-362.3704882
6278,-371.2226063
6279,-375.1133399
6280,-363.7086157
6281,-330.1153495
6282,-323.7839131
6283,-318.1141723
6284,-309.0928235
6285,-256.3950153
6286,-263.9327988
6287,-194.4180788
6288,-209.1967495
6289,-136.6423236
6290,-166.8336571
6291,-167.9452927
6292,-180.2737582
6293,-262.1209413
6294,-278.1288004
6295,-294.6454089
6296,-308.1796076
6297,-315.1702874
6298,-321.5176208
6299,-331.2974912
6300,-343.1818685
6301,-346.6307105
6302,-349.2262088
6303,-355.524672
6304,-350.8395943
6305,-324.4537859
6306,-317.4183775
6307,-309.7991823
6308,-302.8628233
6309,-254.0546785
6310,-261.909945
6311,-174.5845256
6312,-156.3061837
6313,-151.7656475
6314,-184.3744061
6315,-187.5539739
6316,-181.6431725
6317,-244.341478
6318,-276.2523431
6319,-298.7634986
6320,-312.2634189
6321,-314.4654003
6322,-320.0749644
6323,-327.8982376
6324,-341.1408908
6325,-347.617305
6326,-362.3061873
6327,-368.8181494
6328,-361.621379
6329,-326.1571608
6330,-319.0355883
6331,-312.2984641
6332,-304.7141939
6333,-253.3981633
6334,-260.4447489
6335,-183.6019035
6336,-177.3234132
6337,-129.6522899
6338,-168.9966987
6339,-164.6661574
6340,-178.2480706
6341,-248.0683809
6342,-260.9687845
6343,-280.9773431
6344,-302.9459915
6345,-316.5854951
6346,-327.0702332
6347,-337.896677
6348,-362.278607
6349,-365.3875993
6350,-367.066734
6351,-370.7441278
6352,-357.3763498
6353,-325.3656649
6354,-315.7461892
6355,-303.984486
6356,-297.5387286
6357,-257.5515634
6358,-265.3118318
6359,-189.1926372
6360,-167.7304724
6361,-176.291287
6362,-170.1642087
6363,-149.2795419
6364,-180.5735783
6365,-210.0188816
6366,-263.4149493
6367,-256.9955041
6368,-260.5592694
6369,-192.9233053
6370,-194.1408132
6371,-266.8608074
6372,-252.9980747
6373,-242.2422158
6374,-284.5477835
6375,-293.6832258
6376,-241.432698
6377,-236.4911063
6378,-269.0481886
6379,-266.8660518
6380,-254.454514
6381,-260.0254196
6382,-262.5717057
6383,-112.8060902
6384,-132.6943893
6385,-136.0249157
6386,-136.5590143
6387,-140.1148692
6388,-144.7851988
6389,-170.6080777
6390,-245.2397934
6391,-262.8911506
6392,-258.44772
6393,-265.1352376
6394,-271.8245929
6395,-257.7537198
6396,-271.8814424
6397,-273.0903364
6398,-273.8283174
6399,-274.3262979
6400,-273.4101361
6401,-272.2400743
6402,-265.0090071
6403,-268.8536321
6404,-248.8753406
6405,-242.9501707
6406,-268.0377114
6407,-133.107623
6408,-133.5872813
6409,-132.4980769
6410,-184.8504679
6411,-131.5859441
6412,-153.1662392
6413,-207.3209516
6414,-263.8464602
6415,-264.1429696
6416,-273.0217957
6417,-286.8681201
6418,-295.1158294
6419,-297.3387687
6420,-300.7141344
6421,-302.4477315
6422,-298.8061916
6423,-296.4057307
6424,-296.5553524
6425,-286.5393627
6426,-274.8963246
6427,-271.5892952
6428,-267.677926
6429,-257.3111926
6430,-191.9483427
6431,-176.0910453
6432,-157.5416605
6433,-142.8837307
6434,-134.255559
6435,-136.2237359
6436,-158.0534182
6437,-243.0065571
6438,-263.1508857
6439,-247.2438563
6440,-249.9142171
6441,-263.1320234
6442,-261.8033329
6443,-270.7669448
6444,-281.5374788
6445,-284.4551079
6446,-286.8411427
6447,-289.8411081
6448,-289.0828943
6449,-278.1934512
6450,-274.595626
6451,-272.1466788
6452,-266.9695227
6453,-249.8270166
6454,-205.3023153
6455,-183.7216201
6456,-162.22114
6457,-148.20476
6458,-140.6238845
6459,-141.662881
6460,-160.9894075
6461,-239.0507148
6462,-263.507856
6463,-249.3454615
6464,-256.5879671
6465,-265.5173635
6466,-272.6722357
6467,-274.0660111
6468,-283.1980647
6469,-281.2623883
6470,-286.8915235
6471,-288.3606013
6472,-283.8244285
6473,-274.5896518
6474,-273.9759987
6475,-264.7323267
6476,-262.9779281
6477,-267.0746786
6478,-219.9388485
6479,-188.6468173
6480,-164.7684474
6481,-148.7305438
6482,-136.9936877
6483,-137.1700156
6484,-157.8424409
6485,-235.2578119
6486,-265.0642241
6487,-245.7332739
6488,-249.5649574
6489,-268.3128094
6490,-286.2171269
6491,-298.4044572
6492,-307.6964793
6493,-315.297525
6494,-320.9180286
6495,-325.9882795
6496,-323.6852762
6497,-306.1937535
6498,-294.5163059
6499,-283.6865985
6500,-275.0977792
6501,-266.2227762
6502,-214.9841362
6503,-179.9031238
6504,-165.1870741
6505,-158.0405458
6506,-153.4667397
6507,-157.4546664
6508,-176.541411
6509,-254.1695074
6510,-262.0021874
6511,-265.1862962
6512,-264.4626977
6513,-280.3695424
6514,-287.0610121
6515,-297.2748034
6516,-301.7196762
6517,-305.1348689
6518,-302.5477414
6519,-301.8191515
6520,-297.2276744
6521,-287.0775384
6522,-284.5871316
6523,-278.6140001
6524,-270.7440759
6525,-257.0365234
6526,-203.7215068
6527,-187.1266204
6528,-178.3030806
6529,-167.1846184
6530,-157.6665883
6531,-157.7465676
6532,-162.5951624
6533,-190.6618051
6534,-259.6585817
6535,-262.1537126
6536,-267.1984281
6537,-236.7412684
6538,-213.5676733
6539,-267.6112123
6540,-277.149815
6541,-280.2483445
6542,-283.4560757
6543,-291.0935526
6544,-293.7626943
6545,-269.3324282
6546,-269.3755373
6547,-260.4267203
6548,-263.5346789
6549,-265.5548349
6550,-227.6632509
6551,-187.1344106
6552,-170.3726531
6553,-159.6954976
6554,-152.9901006
6555,-155.2372451
6556,-165.5638322
6557,-192.2392026
6558,-253.5501316
6559,-263.1527503
6560,-266.5949251
6561,-264.4243161
6562,-268.7958002
6563,-245.4822454
6564,-261.9218067
6565,-265.9930098
6566,-254.7069585
6567,-247.5466844
6568,-225.5714396
6569,-243.3231342
6570,-269.1001081
6571,-267.4316388
6572,-266.6560415
6573,-264.6528539
6574,-244.3427525
6575,-131.5851133
6576,-134.7434126
6577,-132.3996629
6578,-129.7687973
6579,-133.5568662
6580,-156.6315196
6581,-240.3465409
6582,-264.3803746
6583,-245.7350088
6584,-230.7659618
6585,-268.5167809
6586,-274.2796006
6587,-280.2508316
6588,-285.9114321
6589,-290.6008146
6590,-290.2131714
6591,-293.1596447
6592,-291.6538114
6593,-282.7729616
6594,-279.2679506
6595,-276.0118558
6596,-272.1495395
6597,-249.0624502
6598,-175.2702461
6599,-160.2951005
6600,-148.5428862
6601,-137.4684012
6602,-129.1997658
6603,-131.6385596
6604,-153.1158904
6605,-235.5339327
6606,-264.0646364
6607,-241.0941148
6608,-254.3609188
6609,-267.3064343
6610,-262.681259
6611,-271.091255
6612,-279.643175
6613,-284.2940764
6614,-286.9349139
6615,-281.0372199
6616,-276.8907626
6617,-273.784482
6618,-254.9003155
6619,-265.700754
6620,-262.8459244
6621,-266.3765103
6622,-209.0511143
6623,-176.2295021
6624,-154.2814425
6625,-140.5032501
6626,-129.101323
6627,-129.2491942
6628,-147.685394
6629,-226.7052354
6630,-264.402911
6631,-244.1861527
6632,-257.4389377
6633,-267.0391897
6634,-262.3413877
6635,-277.2200874
6636,-284.9555388
6637,-286.1746186
6638,-285.7814434
6639,-282.709466
6640,-279.7887133
6641,-274.8551858
6642,-257.1367946
6643,-266.2743789
6644,-262.8042081
6645,-267.4803209
6646,-217.3133579
6647,-187.4930506
6648,-166.4899306
6649,-152.4865123
6650,-143.9404789
6651,-144.3462499
6652,-165.155742
6653,-244.1908319
6654,-263.020099
6655,-257.9842445
6656,-264.2608333
6657,-262.583927
6658,-281.008071
6659,-292.1779309
6660,-296.0465822
6661,-300.1347602
6662,-294.7516289
6663,-305.0561885
6664,-299.4122918
6665,-286.5137166
6666,-281.0818439
6667,-276.4738175
6668,-269.6503615
6669,-260.6824493
6670,-199.3841276
6671,-183.7016369
6672,-165.9744241
6673,-151.5198546
6674,-140.3406375
6675,-139.0641541
6676,-159.4816195
6677,-240.0848234
6678,-263.4539483
6679,-260.6486544
6680,-266.9645018
6681,-277.5135908
6682,-299.1657129
6683,-313.8990342
6684,-326.0395008
6685,-344.8001662
6686,-356.7048582
6687,-358.9985017
6688,-350.7083087
6689,-318.8741723
6690,-303.1400936
6691,-293.0242937
6692,-287.3685425
6693,-262.5725154
6694,-258.9715328
6695,-162.7455047
6696,-168.8430991
6697,-165.7619485
6698,-156.7288625
6699,-154.5447588
6700,-155.9905932
6701,-180.7089802
6702,-248.1673652
6703,-260.522566
6704,-258.0906098
6705,-278.1563776
6706,-293.9815553
6707,-301.5795884
6708,-314.2313859
6709,-320.1657966
6710,-322.0549212
6711,-326.8403219
6712,-329.7357459
6713,-259.8960827
6714,-257.0119018
6715,-258.3152056
6716,-263.023956
6717,-258.1253641
6718,-267.992933
6719,-189.5524891
6720,-119.1489082
6721,-152.2553098
6722,-159.9621416
6723,-165.7788356
6724,-169.5251525
6725,-197.3858966
6726,-260.7217324
6727,-260.7642087
6728,-256.1303314
6729,-259.8337961
6730,-267.1758139
6731,-264.2123869
6732,-264.0654593
6733,-261.3385592
6734,-257.9024589
6735,-258.4781058
6736,-259.986215
6737,-266.0704037
6738,-266.8191079
6739,-264.0603207
6740,-262.8280226
6741,-266.3781243
6742,-265.2395284
6743,-182.8182585
6744,-152.4343755
6745,-144.7893788
6746,-150.3844382
6747,-174.8764644
6748,-170.1389401
6749,-172.0212885
6750,-250.6730504
6751,-265.1214209
6752,-268.1967447
6753,-267.4761056
6754,-258.0974591
6755,-238.9315937
6756,-198.9800772
6757,-246.8061941
6758,-268.8835742
6759,-262.7605128
6760,-271.686703
6761,-267.7900978
6762,-269.0082009
6763,-266.260881
6764,-228.1907358
6765,-229.5884931
6766,-196.8079116
6767,-167.0666059
6768,-149.1337195
6769,-140.4871351
6770,-140.1272275
6771,-138.3931229
6772,-164.538338
6773,-248.7366429
6774,-265.7304969
6775,-253.1869392
6776,-241.088615
6777,-210.1385249
6778,-268.3542176
6779,-280.6054628
6780,-253.5798271
6781,-233.7514007
6782,-230.8211505
6783,-182.612562
6784,-196.5164369
6785,-197.3008624
6786,-202.6389494
6787,-255.080227
6788,-266.73431
6789,-245.3492499
6790,-179.3769609
6791,-151.7736512
6792,-133.0848791
6793,-129.3521849
6794,-127.8306111
6795,-130.6591781
6796,-153.5383625
6797,-236.3168373
6798,-265.2120997
6799,-249.9620325
6800,-266.6188
6801,-277.0305267
6802,-286.3829604
6803,-285.6974211
6804,-285.1997974
6805,-290.3517328
6806,-290.7610571
6807,-291.2890339
6808,-292.6286894
6809,-284.8300527
6810,-277.1933049
6811,-260.7838377
6812,-263.9169266
6813,-266.0285373
6814,-204.631813
6815,-173.8306068
6816,-152.9712599
6817,-142.0585169
6818,-133.4899291
6819,-136.6068535
6820,-161.0096337
6821,-242.9595594
6822,-263.6141725
6823,-244.5037713
6824,-226.776743
6825,-266.9425427
6826,-237.2209232
6827,-249.0621223
6828,-290.1221377
6829,-293.082031
6830,-297.1566793
6831,-301.2103561
6832,-296.6914969
6833,-286.5306109
6834,-279.380563
6835,-274.0123031
6836,-270.3975697
6837,-268.7212559
6838,-180.8813134
6839,-133.5016855
6840,-137.67693
6841,-141.8190456
6842,-135.1458197
6843,-142.5135323
6844,-167.1554255
6845,-250.2690755
6846,-265.3994905
6847,-245.346168
6848,-223.7148301
6849,-260.7531994
6850,-254.8703085
6851,-212.6243391
6852,-250.9596275
6853,-294.0649658
6854,-275.8249592
6855,-256.9415472
6856,-283.6904429
6857,-284.5382437
6858,-285.2511589
6859,-273.1276738
6860,-274.2008866
6861,-221.5892311
6862,-150.4432082
6863,-141.5405479
6864,-136.648692
6865,-129.2000334
6866,-125.8691607
6867,-130.241388
6868,-136.4256202
6869,-163.0697071
6870,-232.2853454
6871,-264.8118636
6872,-259.6607648
6873,-208.0518521
6874,-189.7673562
6875,-166.8501476
6876,-179.7455195
6877,-263.1615514
6878,-277.4989108
6879,-266.1897963
6880,-210.2289289
6881,-161.5991796
6882,-191.9966368
6883,-250.8801012
6884,-264.8691543
6885,-251.8142203
6886,-184.7888072
6887,-146.0400204
6888,-127.7729149
6889,-114.8197322
6890,-109.4414745
6891,-112.303011
6892,-117.6173739
6893,-142.8979284
6894,-206.18888
6895,-263.2609883
6896,-234.3350368
6897,-191.6752312
6898,-167.3256885
6899,-147.8494292
6900,-152.5238806
6901,-162.5418903
6902,-257.5505721
6903,-215.5898947
6904,-187.0877962
6905,-156.0207354
6906,-184.3034716
6907,-241.2999467
6908,-258.0697785
6909,-254.3373707
6910,-190.7491605
6911,-151.476208
6912,-129.7568843
6913,-122.0564268
6914,-116.536255
6915,-119.9770399
6916,-140.8747255
6917,-218.9364434
6918,-264.0202165
6919,-218.9872022
6920,-190.8150369
6921,-244.3813781
6922,-146.9148079
6923,-93.60973286
6924,-104.453969
6925,-113.3810483
6926,-112.4150788
6927,-117.2952179
6928,-231.5197721
6929,-276.8635335
6930,-269.4392045
6931,-277.7886396
6932,-275.0176476
6933,-268.1929048
6934,-226.139129
6935,-68.01912206
6936,-85.65495697
6937,-98.24089746
6938,-125.0818315
6939,-99.07106564
6940,-125.0718614
6941,-201.4160789
6942,-261.5326988
6943,-214.6080511
6944,-224.7110541
6945,-271.9315631
6946,-298.3969783
6947,-307.2576404
6948,-311.3962974
6949,-315.2690728
6950,-317.073724
6951,-318.7546274
6952,-314.0569546
6953,-307.1686265
6954,-308.7356116
6955,-304.5135781
6956,-290.110849
6957,-263.3511504
6958,-268.0048843
6959,-80.78168337
6960,-107.6435391
6961,-178.4981947
6962,-138.9470731
6963,-98.12510115
6964,-147.3870799
6965,-212.116494
6966,-256.8674427
6967,-269.7164596
6968,-277.9926361
6969,-286.4214736
6970,-292.4592068
6971,-297.4099587
6972,-294.2740955
6973,-287.8875465
6974,-284.9273866
6975,-241.8255179
6976,-251.3685235
6977,-255.4311715
6978,-190.7574083
6979,-214.1464751
6980,-263.5242541
6981,-240.2660608
6982,-172.454424
6983,-146.6373566
6984,-132.7446471
6985,-124.3441942
6986,-118.1954821
6987,-120.669784
6988,-138.9120884
6989,-213.3135614
6990,-262.5060173
6991,-213.6559522
6992,-192.4949925
6993,-156.3473391
6994,-145.4311636
6995,-260.933772
6996,-263.799794
6997,-225.2805816
6998,-172.3923245
6999,-156.0327533
7000,-120.0658543
7001,-161.0033983
7002,-200.162955
7003,-239.4246474
7004,-266.42192
7005,-216.7198644
7006,-151.6344083
7007,-134.2329237
7008,-125.657767
7009,-119.4855968
7010,-183.5561036
7011,-95.17635568
7012,-184.0851944
7013,-211.7663774
7014,-273.2109843
7015,-282.482382
7016,-289.6323718
7017,-230.3872055
7018,-209.782784
7019,-163.2152219
7020,-142.9859916
7021,-151.7648446
7022,-158.6441876
7023,-84.4147059
7024,-112.404845
7025,-173.700991
7026,-178.51747
7027,-219.6757194
7028,-261.6555023
7029,-198.7838092
7030,-140.9069121
7031,-128.0860439
7032,-118.4766434
7033,-110.0806073
7034,-105.9112062
7035,-98.01422934
7036,-102.9581345
7037,-132.2619368
7038,-191.6512419
7039,-259.9429946
7040,-259.959241
7041,-219.8307862
7042,-206.4408256
7043,-203.3923279
7044,-257.4928464
7045,-247.8070848
7046,-233.1259552
7047,-194.7682585
7048,-152.7227499
7049,-167.1551232
7050,-224.4363868
7051,-261.1355062
7052,-266.5740523
7053,-251.7053375
7054,-183.7219623
7055,-142.0708616
7056,-123.3141184
7057,-110.8457053
7058,-103.1807355
7059,-105.7413651
7060,-110.872309
7061,-133.2865021
7062,-193.2058247
7063,-261.0259982
7064,-260.3441466
7065,-246.6266022
7066,-206.0503375
7067,-224.5353946
7068,-270.1419563
7069,-270.4566418
7070,-270.8417632
7071,-255.4807058
7072,-192.7679864
7073,-193.0327009
7074,-249.4415447
7075,-266.9921252
7076,-266.2604042
7077,-262.2207163
7078,-194.3085878
7079,-156.798921
7080,-131.9897929
7081,-120.8187808
7082,-116.2290616
7083,-117.6986008
7084,-137.7395254
7085,-209.3817513
7086,-262.5934585
7087,-220.4430804
7088,-240.3398677
7089,-249.0763566
7090,-267.2738154
7091,-265.2403052
7092,-279.0491872
7093,-285.6533156
7094,-288.7058484
7095,-289.4781066
7096,-285.146735
7097,-250.2252031
7098,-232.4136826
7099,-266.3748352
7100,-262.3065573
7101,-263.2332264
7102,-197.158322
7103,-163.4540124
7104,-138.7701161
7105,-127.4988933
7106,-120.5494287
7107,-123.3210974
7108,-141.935088
7109,-212.1870793
7110,-265.44171
7111,-217.0119033
7112,-209.6868557
7113,-174.6300557
7114,-225.8819829
7115,-275.1586872
7116,-286.7817772
7117,-293.4587317
7118,-295.7084463
7119,-300.5291228
7120,-290.7125651
7121,-276.139365
7122,-219.7822194
7123,-240.3376383
7124,-265.2118061
7125,-256.4492453
7126,-193.7287238
7127,-166.9885175
7128,-147.4566791
7129,-136.2179525
7130,-130.2419877
7131,-131.9107001
7132,-153.9844165
7133,-233.3472374
7134,-264.2045721
7135,-233.7031744
7136,-212.1615491
7137,-178.1402236
7138,-165.8982895
7139,-263.1060196
7140,-252.2850793
7141,-260.6162539
7142,-212.0735392
7143,-185.4124398
7144,-254.7736208
7145,-270.117282
7146,-205.0321897
7147,-221.7856498
7148,-264.1480033
7149,-246.9306342
7150,-181.4951691
7151,-153.0405504
7152,-130.5573451
7153,-124.1877192
7154,-121.4910233
7155,-125.4116203
7156,-148.8458945
7157,-229.905446
7158,-264.4829059
7159,-224.9849837
7160,-204.3997288
7161,-187.4690991
7162,-191.6936997
7163,-206.0062354
7164,-179.1531328
7165,-258.9501978
